PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
276234235,22043925,13,2022-03-24T19:11:00,"East Hills Dr & Wilner Dr Pittsburgh, PA 15221",Y,East Hills,5,RECEIVING STOLEN PROPERTY,"3925 Receiving Stolen Property. / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 3503 Criminal Trespass",1306,9,2,-79.8711474662664,40.4551122165632
276240302,22044072,26,2022-03-24T19:38:00,"Shady Ave & Bartlett St Pittsburgh, PA 15217",N,Squirrel Hill South,4,LURING CHILD INTO MOTOR VEHICLE,2910 Luring a Child into a Motor Vehicle.,1408,5,3,-79.9191205063392,40.4362388134355
276250288,22044176,0,2022-03-25T01:35:00,"S 18th St & E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,99,"601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",1702,3,3,-79.9805652715853,40.4287665592296
276251089,22044147,4,2022-03-25T00:32:00,"Kirkpatrick St & Webster Ave Pittsburgh, PA 15219",N,Middle Hill,2,AGG-ASSAULT,2702 Aggravated Assault.,501,6,3,-79.9779036320257,40.4473484181829
276267212,22044247,99,2022-03-25T06:39:00,"5500 Block Stanton Ave Pittsburgh, PA 15206",N,East Liberty,5,FOUND PROPERTY,9489 Found Property,1113,7,2,-79.9283252795667,40.4723059653236
276277063,22044271,10,2022-03-25T07:57:00,"Centre Ave & Kirkpatrick St Pittsburgh, PA 15219",N,Middle Hill,2,SIMPLE ASSAULT,2706 Terroristic Threats. / 2701 Simple Assault.,501,6,3,-79.9762388757708,40.4453142327285
276305922,22044373,0,2022-03-25T10:59:00,"800 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,99,9999 9999 - (Misc. Incident): ,1918,4,5,-80.0201234537695,40.3935764360233
276537590,22045933,6,2022-03-28T11:10:00,"6200 Block Penn Ave Pittsburgh, PA 15206",Y,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 5104 Resisting Arrest or Other Law Enforcement.,1115,8,2,-79.92259331497,40.4601393368172
276547184,22044524,6,2022-03-25T16:00:00,"700 Block Montclair St Pittsburgh, PA 15217",Y,Central Business District,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1517,5,3,-79.9331418911494,40.4204269729162
276554144,22045992,11,2022-03-28T14:50:00,"400 Block Arabella St Pittsburgh, PA 15210",Y,Knoxville,3,CREDIT CARDS,4106 Access Device Fraud,3001,3,5,-79.9951203028732,40.4128436208053
277971454,22055095,10,2022-04-13T04:56:00,"100 Block Cumberland St Pittsburgh, PA 15205",Y,Mount Washington,6,SIMPLE ASSAULT,2701 Simple Assault. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,1915,2,5,-80.0587111676283,40.4398373341369
278000548,22055313,6,2022-04-09T15:00:00,"17th St & Smallman St Pittsburgh, PA 15222",N,Strip District,2,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake. / 4106 Access Device Fraud",203,7,6,-79.9868272530066,40.4503324358412
278002814,22055330,14,2022-04-04T07:00:00,"700 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief.,201,6,6,-79.9998563743372,40.4424457459566
278010714,22055331,11,2022-04-13T00:01:00,"1200 Block Love St Pittsburgh, PA 15218",N,Swisshelm Park,4,THEFT BY DECEPTION,3922 Theft by Deception. / 517.8 Home Improvement Fraud,1411,5,3,-79.9042995822537,40.4202390698589
276348817,22044681,14,2022-03-25T18:43:00,"7200 Block Lemington Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,CRIM MISCHIEF,3304 Criminal Mischief.,1202,9,2,-79.8937220743909,40.4669448658643
276358760,22044686,3,2022-03-25T20:19:00,"1100 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,ROBBERY,3702 Robbery of Motor Vehicle. / 3701 Robbery. / 2901 Kidnapping. / 901 Criminal Attempt,201,7,6,-79.9923774443368,40.4441629445093
276395553,22044985,27,2022-03-26T11:40:00,"10 Block Minooka St Pittsburgh, PA 15210",Y,Carrick,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2901,4,3,-79.9910420151966,40.4045717226978
276398954,22044982,5,2022-03-26T11:30:00,"1100 Block Montezuma St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,BURGLARY,3502 Burglary.,1203,9,2,-79.9031899424961,40.4666523295204
-3354186366,22045030,0,2022-03-26T11:10:00,"800 Block Lilac St Pittsburgh, PA 15217",N,Greenfield,4,99,9999 9999 - (Misc. Incident): ,1517,5,3,-79.9353560634026,40.4249305800417
276401553,22045026,6,2022-03-26T13:30:00,"1400 Block Rockland Ave Pittsburgh, PA 15216",N,Beechview,6,THEFT FROM AUTO,3934 Theft from Vehicle,1916,4,5,-80.0203864894071,40.4129931632341
276405392,22045092,0,2022-03-26T16:15:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,1106,9,2,-79.9086166765251,40.4703056329977
276412078,22045085,0,2022-03-26T16:40:00,"2700 Block Bergman St Pittsburgh, PA 15204",N,Sheraden,6,99,8106 Shots Fired,2018,2,5,-80.0513900258859,40.4529446085619
276416192,22045122,99,2022-03-26T19:00:00,"1100 Block Criss St Pittsburgh, PA 15204",N,Sheraden,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2022,2,5,-80.0655875007088,40.4582250990926
277894975,22054631,10,2022-04-12T12:37:00,"10 Block Briggs St Pittsburgh, PA 15234",N,Overbrook,3,HARRASSMENT,2709(a) Harassment. / 3312 Destruction of Survey Monument,3207,4,5,-79.997297343868,40.3851999759269
277896203,22054641,27,2022-04-12T12:08:00,"E Carson St & S 22nd St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1609,3,3,-79.9746421516966,40.42842082423
277914960,22054838,10,2022-04-12T17:39:00,"Wightman St & Phillips Ave Pittsburgh, PA 15217",Y,Squirrel Hill South,4,SIMPLE ASSAULT,2701 Simple Assault. / 2705 Recklessly Endangering Another Person. / 2706 Terroristic Threats.,1413,5,3,-79.9274969660931,40.4310302987995
277921083,22055000,99,2022-04-12T23:16:00,"6500 Block Clifford St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,AIDED CASE,9497 Aided Case,1203,9,2,-79.9038839108881,40.4686783025569
277939873,22043457,0,2022-03-23T08:45:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,2,99,3503(a) Criminal Trespass,201,6,6,-79.9960409452176,40.4350395659105
276390703,22044926,10,2022-03-26T08:49:00,"100 Block Parkfield St Pittsburgh, PA 15210",Y,Carrick,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,2901,4,3,-79.9873681392311,40.3913062841892
276395326,22044975,27,2022-03-26T11:00:00,"23rd St & Penn Ave Pittsburgh, PA 15222",N,Strip District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,203,7,6,-79.9814734594658,40.452831697947
276399182,22045008,6,2022-03-26T12:43:00,"300 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2304,1,1,-80.0009078039902,40.4508935599436
276403665,22045061,6,2022-03-26T13:00:00,"500 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-80.0036330229709,40.4412918601093
276416868,22045147,27,2022-03-26T18:10:00,"Oakland Ave & 5th Ave Pittsburgh, PA 15213",N,Central Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,405,3,3,-79.9578571871105,40.4422187659261
276426100,22045256,99,2022-03-26T23:45:00,"6600 Block Ridgeville St Pittsburgh, PA 15217",N,Squirrel Hill North,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1403,8,3,-79.9151741504444,40.4434294790811
276426504,22045301,6,2022-03-27T01:33:00,"400 Block 5th Ave Pittsburgh, PA 15219",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,3,3,-79.9561377219759,40.4431923328703
276427146,22044127,27,2022-03-27T03:57:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Marshall-Shadeland,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 1543 Driving While Operating Privilege is Suspended or Revoked.,201,6,6,-79.9960409452176,40.4350395659105
276445710,22045457,6,2022-03-27T11:25:00,"100 Block Beltzhoover Ave Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1807,3,5,-79.9976784451397,40.4221741290321
276445755,22045472,0,2022-03-27T12:45:00,"200 Block S Evaline St Pittsburgh, PA 15224",N,Bloomfield,5,99,9994 PFA Service,806,7,2,-79.9412931201978,40.4641364807374
277915432,22054875,27,2022-04-12T16:00:00,"1300 Block Methyl St Pittsburgh, PA 15216",N,Beechview,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1916,4,5,-80.0259685039002,40.4162839680059
277915501,22054890,6,2022-04-12T19:00:00,"4700 Block Coleridge St Pittsburgh, PA 15201",N,Stanton Heights,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1005,9,2,-79.9367557127743,40.4802496101819
-3417133747,22055237,5,2022-04-13T10:42:00,"1700 Block Concordia St Pittsburgh, PA 15210",N,Carrick,3,BURGLARY,3502 Burglary. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2902,4,3,-79.9871437034474,40.3987622735211
277993172,22055302,0,2022-04-13T13:10:00,"2400 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,99,9994 PFA Service,509,6,3,-79.9742739984904,40.4496143418734
276327894,22044054,10,2022-03-24T22:00:00,"1200 Block Justine St Pittsburgh, PA 15204",Y,Crafton Heights,6,HARRASSMENT,2709(a) Harassment.,2814,2,5,-80.0555103600011,40.4495369703729
276359055,22044720,99,2022-03-25T21:43:00,"20 Block Meritt Ave Pittsburgh, PA 15227",N,Carrick,3,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,2904,4,3,-79.9783443924891,40.3838950826667
276360156,22044738,10,2022-03-25T22:29:00,"5200 Block Duncan St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1011,7,2,-79.9511928223412,40.4782834572215
276382306,22043122,0,2022-03-23T11:50:00,"7700 Block Penn Ave Pittsburgh, PA 15221",Y,Point Breeze North,4,99,1785 Proof of Financial Responsibility Following Accident. / 1543 Driving While Operating Privilege is Suspended or Revoked.,1405,9,3,-79.893871347431,40.4463971633631
276391807,22042528,11,2022-03-19T10:30:00,"400 Block S Aiken Ave Pittsburgh, PA 15224",N,Bloomfield,5,IDENTITY THEFT,4120 Identity Theft,806,7,2,-79.9383979875622,40.4594766110277
276412520,22045080,10,2022-03-26T15:37:00,"40 Block Maytide St Pittsburgh, PA 15227",Y,Carrick,3,SIMPLE ASSAULT,2701 Simple Assault.,2904,4,3,-79.9880313829109,40.3845023857438
276415426,22045104,0,2022-03-26T16:43:00,"20 Block Divinity St Pittsburgh, PA 15214",N,Perry South,1,99,9999 9999 - (Misc. Incident): ,2614,6,1,-80.0125147788099,40.4631525933234
276418301,22045173,99,2022-03-26T19:18:00,"100 Block Meritt Ave Pittsburgh, PA 15227",N,Carrick,3,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,2904,4,3,-79.9809965149306,40.3835241080445
275135654,22037384,0,2022-03-14T01:13:00,"5700 Block Centre Ave Pittsburgh, PA 15206",N,East Liberty,5,99,9999 9999 - (Misc. Incident): ,1115,8,2,-79.9334617427204,40.4570157923201
-3263007233,22037410,27,2022-03-14T02:23:00,"7600 Block Bennett St Pittsburgh, PA 15221",N,Homewood South,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1304,9,2,-79.8903214783225,40.4548456612805
276705866,22046744,27,2022-03-29T21:00:00,"800 Block Bryn Mawr Rd Pittsburgh, PA 15219",N,Upper Hill,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 1785 Proof of Financial Responsibility Following Accident.,506,6,3,-79.9603063219244,40.4524970204386
276751942,22044524,6,2022-03-25T16:00:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1517,6,6,-79.9960409452176,40.4350395659105
276752169,22046960,6,2022-03-30T07:00:00,"1500 Block Superior Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2704,1,1,-80.0324039184795,40.4664721855675
-3556000461,22047099,27,2022-03-30T13:38:00,"5900 Block Penn Ave Pittsburgh, PA 15206",Y,East Liberty,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1115,9,2,-79.9267858874333,40.4619010899526
276813323,22047404,10,2022-03-30T23:01:00,"500 Block Hammond St Pittsburgh, PA 15204",Y,Sheraden,6,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2018,2,5,-80.0512854297952,40.455152845051
276815996,22047449,0,2022-03-31T00:23:00,"6200 Block Broad St Pittsburgh, PA 15206",N,East Liberty,5,99,9994 PFA Service,1115,9,2,-79.9220514004315,40.4616553224018
278031339,22055438,27,2022-04-13T09:30:00,"Nicholson St & Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1408,5,3,-79.9232332784317,40.4317194644541
278033812,22055451,0,2022-04-13T17:05:00,"100 Block Lang Ct Pittsburgh, PA 15208",N,Point Breeze,4,99,9999 9999 - (Misc. Incident): ,1406,8,3,-79.9052806212138,40.4489354851262
278035577,22055476,6,2022-04-13T08:00:00,"5100 Block Cypress St Pittsburgh, PA 15224",N,Bloomfield,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,804,7,2,-79.9438212413475,40.4569747307739
276427277,22045290,0,2022-03-27T01:26:00,"2500 Block West Liberty Ave Pittsburgh, PA 15226",N,Beechview,6,99,615.02 Public Nuisances,1920,4,5,-80.0254967571288,40.3991926113208
276451716,22045388,99,2022-03-27T05:57:00,"5800 Block Forbes Ave Pittsburgh, PA 15217",N,Squirrel Hill North,4,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,1403,5,3,-79.9228071341134,40.4379109890663
276464618,22045627,29,2022-03-27T18:11:00,"30 Block Elmore St Pittsburgh, PA 15219",N,Middle Hill,2,RUNAWAYS - JUVENILE,029 Missing Juvenile,501,6,3,-79.9760895567881,40.443417636665
276469574,22045679,6,2022-03-27T20:32:00,"900 Block Davis Ave Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT FROM AUTO,3934 Theft from Vehicle,2708,1,1,-80.0266157606016,40.4817117409961
276469667,22045435,13,2022-03-26T04:00:00,"6400 Block Frankstown Ave Pittsburgh, PA 15206",Y,Larimer,5,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property.,1208,,,,
278032525,22055458,0,2022-04-13T16:03:00,"1000 Block Gerritt St Pittsburgh, PA 15208",N,Homewood West,5,99,9999 9999 - (Misc. Incident): check structure,1207,9,2,-79.9018065027559,40.4596980151642
276461118,22045140,6,2022-03-26T14:25:00,"20 Block Bailey Ave Pittsburgh, PA 15211",N,Mount Washington,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1807,3,5,-80.0049238597881,40.4267009632189
276463455,22043102,10,2022-03-22T21:15:00,"600 Block Greenfield Ave Pittsburgh, PA 15217",Y,Greenfield,4,TERRORISTIC THREATS,2706 Terroristic Threats.,1517,5,3,-79.9397533315238,40.4261934407938
276463898,22045619,0,2022-03-27T18:30:00,"2200 Block Fairland St Pittsburgh, PA 15210",N,Carrick,3,99,3503(b.1) Criminal Trespass - Simple Trespasser,2901,4,5,-79.99514938718,40.3887411727408
276469005,22045642,0,2022-03-27T19:00:00,"4600 Block Chatsworth Ave Pittsburgh, PA 15207",N,Hazelwood,4,99,9999 9999 - (Misc. Incident): ,1501,,,,
276475057,22045690,6,2022-03-26T23:59:00,"2500 Block Chauncey Dr Pittsburgh, PA 15219",Y,Bedford Dwellings,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 2709(a) Harassment.,509,6,3,-79.9738397090324,40.4509833047534
276496018,22045797,10,2022-03-28T03:37:00,"60 Block S 14th St Pittsburgh, PA 15203",Y,South Side Flats,3,SIMPLE ASSAULT,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1702,,,-79.901840799328,40.4041455467943
278046242,22047217,0,2022-03-30T17:00:00,"300 Block York Way Pittsburgh, PA 15213",Y,Central Oakland,4,99,2709(b) Stalking,405,,,,
276423645,22045236,0,2022-03-26T22:39:00,"300 Block Overbrook Blvd Pittsburgh, PA 15210",N,Carrick,3,99,5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,2904,4,3,-79.9885427687475,40.3881426012196
276425161,22045259,14,2022-03-26T23:40:00,"2600 Block Plainview Ave Pittsburgh, PA 15226",N,Brookline,6,CRIM MISCHIEF,3304 Criminal Mischief.,1919,,,,
276425185,22045281,0,2022-03-27T00:37:00,"3500 Block Massachusetts Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,99,607.03 Discharging Firearm or Airgun,2703,1,1,-80.039726303763,40.4782058562273
276445409,22045435,6,2022-03-26T04:00:00,"3100 Block Avalon St Pittsburgh, PA 15219",Y,Larimer,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1208,6,3,-79.9621912918329,40.4486215956698
276447801,22045490,99,2022-03-27T12:55:00,"300 Block Blvd Of The Allies Pittsburgh, PA 15222",N,Central Business District,2,FOUND PROPERTY,9489 Found Property,201,6,6,-80.0018566639174,40.4380991224729
276470742,22045655,27,2022-03-27T19:33:00,"Ohio River Blvd & Marshall Ave Ramp Pittsburgh, PA 15233",N,Chateau,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2108,,,,
276470798,22045537,10,2022-03-27T15:15:00,"1300 Block Malden St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a)(4) Harassment Communicates Prohibited Acts,2715,,,,
-3262151569,22045665,0,2022-03-27T19:49:00,"2100 Block Boustead St Pittsburgh, PA 15216",N,Beechview,6,99,9999 9999 - (Misc. Incident): ,1920,2,5,-80.029567287141,40.4058037807202
275207969,22037713,99,2022-03-14T16:04:00,"Armandale St & Saturn Way Pittsburgh, PA 15212",N,Central North Side,1,FOUND PROPERTY,9489 Found Property,2503,6,1,-80.0118678332808,40.4586230126591
275216916,22037790,14,2022-03-14T17:30:00,"1600 Block Leolyn St Pittsburgh, PA 15210",Y,Carrick,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2902,,,,
276858475,22047661,6,2022-03-31T10:58:00,"300 Block 6th Ave Pittsburgh, PA 15222",Y,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 5104 Resisting Arrest or Other Law Enforcement. / 3925 Receiving Stolen Property. / 3304 Criminal Mischief. / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving,201,6,6,-79.99945506805,40.4416587139748
276877439,22047838,99,2022-03-31T15:30:00,"1400 Block Sheffield St Pittsburgh, PA 15233",N,Manchester,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2107,6,1,-80.0260651036832,40.4531046853943
276898548,22048229,10,2022-04-01T04:00:00,"100 Block Fitler St Pittsburgh, PA 15210",Y,Arlington,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1603,3,3,-79.9703953533314,40.4176147452702
276938233,22048434,10,2022-03-31T19:00:00,"2400 Block Chauncey Dr Pittsburgh, PA 15219",Y,Bedford Dwellings,2,HARRASSMENT,2709(a) Harassment.,509,6,3,-79.9746251357847,40.4498408057687
276473084,22045713,10,2022-03-27T19:00:00,"800 Block Mt Pleasant Rd Pittsburgh, PA 15214",N,Spring Hill-City View,1,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",2620,1,1,-79.9994763962932,40.4757519574098
276482731,22045763,99,2022-03-28T00:45:00,"3400 Block Milwaukee St Pittsburgh, PA 15219",Y,Upper Hill,2,AIDED CASE,9497 Aided Case,506,6,3,-79.9612960010175,40.4541523992367
276483314,22045759,15,2022-03-28T00:28:00,"Marshall Ave & Danbury St Pittsburgh, PA 15214",Y,Perry South,1,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 1301 Registration and Certificate of Title Required. / 3334 Turning Movements and Required Signals.,2615,6,1,-80.019413970892,40.4686822708199
276483577,22045740,0,2022-03-27T23:31:00,"1500 Block Wind Gap Brg Pittsburgh, PA 15204",N,Homewood North,6,99,8106 Shots Fired,1302,,,,
276520780,22045879,6,2022-03-28T08:00:00,"300 Block West Penn Pl Pittsburgh, PA 15224",N,East Liberty,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1113,7,2,-79.9598859587793,40.464755622437
276564898,22046083,99,2022-03-28T16:50:00,"2300 Block S 18th St Pittsburgh, PA 15203",Y,South Side Slopes,3,FOUND PROPERTY,9489 Found Property,1706,,,,
276514882,22045855,0,2022-03-28T07:45:00,"1600 Block Colwell St Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9998 Overdose Other,305,6,3,-79.9837553408815,40.4390180249239
276537229,22045949,99,2022-03-28T11:50:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),1405,9,2,-79.8928013971768,40.4496546331193
